,Окт,Клнг,Моск,Горьк,Сев,С-Кав,Ю-Вост,Прив,Кбш,Сверд,Ю-Ур,З-Сиб,Крас,В-Сиб,Заб,Двост
2022-11-01,27.500000,5.000000,66.086203,22.500000,25.000000,30.000000,17.500000,241.578574,25.000000,32.500000,22.500000,20.000000,18.750000,30.000000,40.000000,100.833765
2022-12-01,27.500000,10.442556,37.500000,22.500000,290.257220,35.753241,17.500000,55.000000,25.000000,11.011427,472.645654,20.000000,18.750000,30.000000,83.595856,11.979430
2023-01-01,541.544032,41.514570,37.500000,56.877678,25.000000,441.952031,57.697241,987.023560,323.938314,238.329649,102.261841,84.660328,163.431933,30.000000,103.112251,37.500000
2023-02-01,266.686597,79.566349,482.422456,187.931373,99.589239,519.314616,17.500000,365.243325,578.549712,341.149798,22.500000,270.173445,222.427312,123.156136,40.000000,92.877552
2023-03-01,455.437795,56.469342,569.727235,228.112149,416.740526,732.503567,286.616829,210.955387,574.564042,168.769399,424.727586,437.430198,186.674809,961.200560,729.220791,590.867122
2023-04-01,88.465873,61.921120,695.340812,368.837604,394.241387,548.550068,418.769906,1040.484114,132.797884,813.651889,595.635928,394.825386,248.599902,590.215593,1149.337323,37.500000
2023-05-01,346.060598,172.441945,178.730026,388.884292,387.683864,642.788306,278.509015,548.269972,25.000000,1008.039444,149.987135,407.296178,396.722445,286.695412,638.137013,1141.217362
2023-06-01,321.629151,68.297826,964.389487,220.224308,310.303683,172.125656,0.128292,1290.406170,373.993735,308.915368,44.814281,347.380048,1.960429,581.749840,740.671049,527.444691
2023-07-01,61.195289,57.220620,37.500000,18.009224,196.666531,30.000000,17.500000,7.423006,25.000000,32.500000,22.500000,14.843449,18.750000,30.000000,40.000000,672.628776
2023-08-01,114.224039,5.000000,37.500000,44.143195,92.329305,438.283514,17.500000,6.862900,25.000000,32.500000,22.500000,20.000000,18.750000,30.000000,40.000000,37.500000
2023-09-01,90.469742,5.000000,37.500000,22.500000,25.000000,30.000000,2.307467,55.000000,179.972123,8.513207,22.500000,42.652151,18.750000,30.000000,40.000000,126.418438
2023-10-01,27.500000,31.809278,37.500000,22.500000,25.000000,30.000000,17.500000,55.000000,25.000000,32.500000,22.500000,20.000000,18.750000,30.000000,40.000000,405.191286
2023-11-01,1.258162,5.000000,37.500000,22.500000,25.000000,30.000000,17.500000,55.000000,25.000000,32.500000,22.500000,20.000000,5.144634,97.489626,40.000000,37.500000
2023-12-01,20.326324,5.000000,37.500000,22.500000,285.228748,30.000000,17.500000,160.413209,25.000000,93.371867,22.500000,20.000000,18.750000,30.000000,109.154471,144.823962
2024-01-01,90.935801,52.104552,37.500000,22.500000,59.542592,254.445281,236.902244,12.245237,25.000000,459.220296,38.550925,231.789240,43.993111,30.000000,568.625837,125.555147
2024-02-01,27.500000,167.214193,559.680905,241.999359,48.168058,527.291628,168.692091,55.000000,82.012094,502.564267,138.001646,189.226345,91.679766,515.512668,710.605763,37.500000
2024-03-01,648.485710,186.059509,431.628725,280.061205,525.511634,205.891947,328.813898,756.674612,348.529122,659.585487,351.862231,284.728775,244.272664,745.778335,883.237616,731.355425
2024-04-01,592.479856,17.982295,190.556332,103.540719,342.248057,631.282013,324.200652,819.654740,323.825693,402.641194,71.548192,576.581983,58.614906,12.248964,335.506763,917.927788
2024-05-01,27.500000,25.798641,116.003778,389.144025,25.000000,209.427500,395.042784,1057.627205,465.572505,556.348234,388.198206,122.516601,393.959863,505.820846,653.709131,349.118408
2024-06-01,195.331441,5.000000,477.916273,407.063094,376.785902,587.939585,130.096823,1108.483562,787.445923,129.217502,142.779027,224.956254,38.806947,326.664511,222.388839,784.904115
2024-07-01,159.819677,5.000000,37.500000,22.500000,25.000000,154.571193,283.228840,951.547097,104.244335,321.339858,173.981227,40.731080,18.750000,30.000000,40.000000,37.500000
2024-08-01,96.106727,5.000000,5.981518,22.500000,25.000000,30.000000,17.500000,232.745019,25.000000,198.013244,6.179821,22.778364,236.811262,30.000000,40.000000,37.500000
2024-09-01,27.500000,5.000000,37.500000,22.500000,25.000000,30.000000,17.500000,55.000000,188.590450,32.500000,42.839301,140.976600,18.750000,17.909518,40.000000,37.500000
2024-10-01,27.500000,5.000000,37.500000,22.500000,25.000000,30.000000,17.500000,55.000000,25.000000,32.500000,22.500000,20.000000,18.750000,30.000000,40.000000,37.500000
2024-11-01,260.011288,5.000000,3.899359,22.500000,25.000000,30.000000,17.500000,55.000000,25.000000,32.500000,30.286145,20.000000,18.750000,30.000000,40.000000,37.500000
2024-12-01,255.765684,5.000000,37.500000,22.500000,25.000000,30.000000,27.621379,55.000000,25.000000,362.837386,22.500000,20.000000,18.750000,30.000000,40.000000,112.191386
2025-01-01,27.500000,63.516897,202.239733,305.259154,177.775710,526.687956,126.743246,110.127229,28.839323,23.780722,22.247831,33.827288,18.750000,30.000000,40.000000,314.979677
2025-02-01,127.912200,112.309812,318.160517,404.492010,178.864931,188.101645,232.229695,743.270394,111.768786,574.206875,209.064365,253.551292,132.915146,30.000000,445.231228,679.848675
2025-03-01,335.275155,172.448275,445.285668,183.972108,461.223000,27.783982,66.407794,1158.960860,339.255156,543.091394,492.049268,302.769004,118.499947,357.776058,1419.097612,469.748283
2025-04-01,98.311113,96.341821,234.400839,216.089833,476.682814,505.314527,433.508628,463.721761,440.865047,428.674221,503.775149,689.649143,156.547209,771.708470,1149.014289,841.069760
2025-05-01,90.068588,128.731373,241.279660,205.332160,160.191480,354.547243,124.835760,377.604834,559.682862,122.706238,364.571997,529.648874,18.750000,212.752919,1317.240179,407.535096
2025-06-01,27.500000,108.619748,734.075506,126.816750,421.726781,253.552804,67.717216,436.366529,254.487655,365.608428,22.500000,390.025307,191.443301,30.000000,597.076151,1099.669875
2025-07-01,27.500000,5.000000,433.413752,220.664035,25.000000,174.119405,136.422609,55.000000,25.000000,135.733550,200.695168,496.915795,285.861034,202.012871,608.045596,37.500000
2025-08-01,227.712232,5.000000,115.396147,17.049359,92.033737,184.227708,17.500000,55.000000,139.512411,364.842001,22.500000,68.531435,33.889141,67.917600,40.000000,618.354100
2025-09-01,27.500000,5.000000,18.676864,22.500000,25.000000,30.000000,17.500000,55.000000,25.000000,32.500000,22.500000,19.830245,18.750000,30.000000,40.000000,37.500000
2025-10-01,27.500000,5.000000,37.500000,22.500000,137.789728,30.000000,17.500000,55.000000,25.000000,287.400481,22.500000,20.000000,18.750000,30.000000,40.000000,37.500000
2025-11-01,17.801578,31.364443,37.500000,119.422709,25.000000,30.000000,17.500000,158.348294,68.466916,32.500000,22.500000,20.000000,18.750000,30.000000,97.551281,178.315071
2025-12-01,27.500000,5.000000,37.500000,22.500000,25.000000,30.000000,17.500000,576.214136,165.620649,8.665639,171.261526,4.742812,18.750000,30.000000,459.254592,37.500000
