ROAD_NAME,YEAR,MONTH,TRAIN_KM,LOSS_12_COUNT,LOSS_12_SUM,LOSS_3_COUNT,LOSS_3_SUM,LOSS_TECH_COUNT,LOSS_TECH_SUM,LOSS_COUNT_TOTAL,LOSS_SUM_TOTAL,SPECIFIC_LOSS
Восточно-Сибирская,2020,4,9376318.474565398,622,1340.4709160881423,1422,108.23301508726519,506,537.478889667875,2550,1986.1828208432826,211.82970973427223
Восточно-Сибирская,2020,5,9582630.584412511,426,1384.3893226263062,1376,97.40387266020136,490,535.4906948753852,2292,2017.283890161893,210.51462564395285
Восточно-Сибирская,2020,6,9637865.523095189,438,1411.6039878283725,1432,94.74877448215345,492,407.5491229463245,2362,1913.9018852568506,198.58150963722966
Восточно-Сибирская,2020,7,9618586.192138024,452,1308.0172659176892,1325,79.3806586231734,447,417.8416700799417,2224,1805.2395946208042,187.6824263524674
Восточно-Сибирская,2020,8,9616336.265850171,457,1284.8511574004099,1254,83.84788814329738,432,446.75452675044323,2143,1815.4535722941505,188.78848681084966
Восточно-Сибирская,2020,9,9801768.531402195,536,1595.9471855525621,1464,90.97531309407694,456,520.052005171953,2456,2206.974503818592,225.16084691737487
Восточно-Сибирская,2020,10,9683390.657564256,566,1649.3840680908115,1522,106.65021223489917,496,608.9890503527338,2584,2365.0233306784444,244.23504269457393
Восточно-Сибирская,2020,11,9401760.065352518,722,1525.8361996911003,1592,102.31949908655807,518,544.7660217059655,2832,2172.921720483624,231.11861027929248
Восточно-Сибирская,2020,12,9291128.71591816,691,1761.5911831362312,1853,109.98291896227202,666,623.2645463689557,3210,2494.838648467459,268.5183603358267
Восточно-Сибирская,2021,1,8794414.853186565,736,1813.495101490133,2235,113.81889078824558,641,737.4200978597064,3612,2664.734090138085,303.0030007252326
Восточно-Сибирская,2021,2,8623997.063481279,624,1907.9422541374954,1950,98.89385504303772,545,496.96749261063917,3119,2503.8036017911722,290.32983004987864
Восточно-Сибирская,2021,3,9241078.434659623,593,1595.5019025705067,1509,93.57956989249963,518,552.3971599751746,2620,2241.478632438181,242.55595797469732
Восточно-Сибирская,2021,4,9269095.35015763,586,1838.2747977228155,1579,107.94588304469414,468,461.2957093523622,2633,2407.516390119872,259.7358533029796
Восточно-Сибирская,2021,5,9482748.789406046,453,1392.15355058671,1387,72.49649966750079,505,479.5959112989567,2345,1944.2459615531675,205.02978669278295
Восточно-Сибирская,2021,6,9298952.345830241,525,1217.226561888821,1491,78.85854453595553,418,490.7518290862283,2434,1786.8369355110049,192.15465022919958
Восточно-Сибирская,2021,7,9712249.047653453,502,1255.1819938088443,1386,88.21751660682787,422,453.2850491863647,2310,1796.6845596020366,184.9916070712919
Восточно-Сибирская,2021,8,9509325.782493724,514,1318.4221909945034,1345,95.97346354961091,395,546.4073998831482,2254,1960.8030544272624,206.19790501204827
Восточно-Сибирская,2021,9,9623372.625973394,544,1364.8692560853235,1325,90.82200256850737,477,546.5321003562351,2346,2002.223359010066,208.05838418914422
Восточно-Сибирская,2021,10,9504808.699663006,476,1306.4503780986374,1864,89.17912888690985,552,512.9003300899141,2892,1908.5298370754613,200.7962387652398
Восточно-Сибирская,2021,11,9320623.729115786,666,1559.6746615602447,1993,110.96302425250867,575,601.1384362016247,3234,2271.776122014378,243.73649103737537
Восточно-Сибирская,2021,12,9249779.763144389,767,1798.6655745523447,2156,110.91312330732195,627,689.8594231733307,3550,2599.4381210329975,281.0270284910372
Восточно-Сибирская,2022,1,8784396.510712072,693,1827.0275948096012,1857,125.68625261661073,609,660.9058822658296,3159,2613.619729692042,297.52979917344135
Восточно-Сибирская,2022,2,8639612.34807984,649,1685.2794988034325,1912,108.79841252131268,671,556.6683446836325,3232,2350.7462560083777,272.0893208282468
Восточно-Сибирская,2022,3,9033547.600293241,572,1923.4356600176548,1569,110.69660612913485,536,599.5723266045072,2677,2633.704592751297,291.5470985801639
Восточно-Сибирская,2022,4,9377212.520762578,605,1409.2098531567442,1619,79.80089289529519,491,499.3184866418157,2715,1988.3292326938551,212.03840995299947
Восточно-Сибирская,2022,5,9458942.350419002,442,1424.6997341531855,1306,92.35611819107275,420,460.7861861741244,2168,1977.8420385183827,209.0975888473166
Восточно-Сибирская,2022,6,9649758.697781686,506,1441.8060182945774,1552,79.30810281495508,466,409.0682546035059,2524,1930.1823757130383,200.02390071751267
Восточно-Сибирская,2022,7,9685653.25456912,447,1131.4903321827935,1408,90.75242063861666,435,463.3793288443271,2290,1685.6220816657374,174.0328749504387
Восточно-Сибирская,2022,8,9690593.912633786,503,1332.4745160461835,1452,87.70409584274867,449,402.210497801491,2404,1822.389109690423,188.05752527866682
Восточно-Сибирская,2022,9,9559594.959193464,465,1438.419861887431,1689,88.61863621698389,466,544.7509624463231,2620,2071.789460550738,216.72356092433577
Восточно-Сибирская,2022,10,9191261.61485694,544,1576.8598378708596,1312,91.24113894486244,536,604.4199632454798,2392,2272.520940061202,247.24798784835517
Восточно-Сибирская,2022,11,9351686.190974737,669,1709.541183602132,1881,107.71929902519096,557,575.1076418831551,3107,2392.368124510478,255.822113323193
Восточно-Сибирская,2022,12,9286203.325848343,752,2042.9842639726176,1887,107.93939060448761,639,686.1867474025096,3278,2837.110401979615,305.5188759525067
Восточно-Сибирская,2023,1,8926636.937176263,637,1874.844585899797,1844,130.3263839412523,647,755.2778341992815,3128,2760.4488040403307,309.237266337566
Восточно-Сибирская,2023,2,8696721.768373653,572,1757.375754017018,2198,107.24734589673498,571,711.451808687303,3341,2576.074908601056,296.21217939490316
Восточно-Сибирская,2023,3,9151856.68572164,704,1458.1926128572527,1625,120.36319498392918,486,566.0691083156134,2815,2144.6249161567953,234.33768576192338
Восточно-Сибирская,2023,4,9151424.38818565,588,1542.9153237506223,1664,95.0790600472664,518,725.257515378797,2770,2363.2518991766856,258.2386958501901
Восточно-Сибирская,2023,5,9535899.051661063,508,1173.6773879197633,1430,89.95234239071162,434,493.2347559198358,2372,1756.8644862303108,184.23690065429977
Восточно-Сибирская,2023,6,9689748.533407891,523,1253.5620914440788,1294,98.41993014294519,422,394.0195219345766,2239,1746.0015435216005,180.19059395626346
Восточно-Сибирская,2023,7,9632411.546244707,497,930.7321495109124,1285,82.82131152258708,426,429.1531537658477,2208,1442.7066147993473,149.7762640095876
Восточно-Сибирская,2023,8,9502976.693133296,503,1214.139481265987,1467,77.16112204068115,389,498.2183744478164,2359,1789.5189777544845,188.31141394333454
Восточно-Сибирская,2023,9,9566663.493646229,553,1305.2664805349916,1445,106.74450749613308,416,561.79673141741,2414,1973.8077194485347,206.32143283386668
Восточно-Сибирская,2023,10,9624978.416252866,598,1395.507756416439,1568,99.9843699871286,459,501.3299542184813,2625,1996.8220806220488,207.46249957820044
Восточно-Сибирская,2023,11,9342460.053824002,648,1475.4233821060484,1916,117.44639152032772,598,634.6397725887398,3162,2227.5095462151157,238.4285866230024
Восточно-Сибирская,2023,12,9211901.76117712,686,1941.6093463768098,1785,119.04582276149719,586,633.4154627036348,3057,2694.0706318419416,292.4554236125165
Восточно-Сибирская,2024,1,8912209.558780683,684,1931.9611087781593,1979,118.41606489811281,626,675.6946934772113,3289,2726.0718671534833,305.8805842898569
Восточно-Сибирская,2024,2,8445553.840507058,614,1470.9964158800822,1925,120.06429719155157,543,717.311084851977,3082,2308.3717979236108,273.32391001429215
Восточно-Сибирская,2024,3,8880970.150673166,602,1982.3619914132366,1886,111.48991940014476,479,502.9261447865159,2967,2596.7780555998975,292.3980163814722
Восточно-Сибирская,2024,4,9073564.77422503,497,1394.5952004972942,1583,102.26488180530558,489,470.5300736538361,2569,1967.3901559564358,216.8265951597254
Восточно-Сибирская,2024,5,9310326.9352768,482,1367.0231468680338,1696,98.09157011456328,398,509.79765053578825,2576,1974.9123675183853,212.12062489829958
Восточно-Сибирская,2024,6,9483583.288059646,456,1157.03686975777,1594,80.85264074398322,433,472.36618246281483,2483,1710.255692964568,180.33855358426325
Восточно-Сибирская,2024,7,9584417.035029922,506,1341.6907273351712,1316,97.0039453497266,386,454.2242554127354,2208,1892.9189280976332,197.49964146794073
Восточно-Сибирская,2024,8,9405003.586934768,423,1323.5859795803958,1456,75.12596964307927,428,429.79163021892225,2307,1828.5035794423975,194.41816927986247
Восточно-Сибирская,2024,9,9681144.978834203,485,1265.1174748087915,1545,89.01678327146638,485,502.2485656672744,2515,1856.3828237475323,191.75240406027643
Восточно-Сибирская,2024,10,9385189.359273717,568,1393.512784726878,1519,110.8664477194021,457,491.8520715266303,2544,1996.2313039729102,212.70016273037572
Восточно-Сибирская,2024,11,9337898.118960481,622,1490.4515892900697,1757,106.57961142231777,596,649.4501216737459,2975,2246.4813223861333,240.57676510998576
Восточно-Сибирская,2024,12,8980652.773444531,670,1580.1367110641197,1878,127.0078684403467,593,638.5075257325474,3141,2345.652105237014,261.18948860521846
Горьковская,2018,1,9290815.933368875,238,723.4229830166532,1931,79.55476386096464,1775,636.3981886687963,3944,1439.375935546414,154.92459928914903
Горьковская,2018,2,9154645.662307806,206,923.9830714664714,1885,86.43639921233579,1338,647.7599535357174,3429,1658.1794242145247,181.1298312769991
Горьковская,2018,3,9474322.302482469,235,778.9989818990283,1606,57.971015949315,1251,616.3557019440406,3092,1453.3256997923838,153.3962697692459
Горьковская,2018,4,9911858.68152176,211,559.7808223506158,1505,77.99526013017116,1106,535.8235227698909,2822,1173.599605250678,118.40358533748748
Горьковская,2018,5,10070942.874106463,176,503.3141646091639,1337,63.54503829797724,1129,472.2798485863792,2642,1039.1390514935204,103.18190307337208
Горьковская,2018,6,9963094.855940137,170,609.2222718455432,1264,59.50385368973244,1082,388.6380167516158,2516,1057.3641422868914,106.128081442131
Горьковская,2018,7,10200546.876629973,164,565.0521843800548,1330,48.16698595899025,915,464.45673356078674,2409,1077.6759038998318,105.64883598239699
Горьковская,2018,8,10225314.29134561,173,556.4481562670287,1352,67.83215101272903,1107,458.84034521115,2632,1083.1206524909078,105.9254142836106
Горьковская,2018,9,9807872.614228688,196,708.6011307216015,1461,61.247921455608065,1212,547.95276913966,2869,1317.8018213168696,134.36163714086985
Горьковская,2018,10,10264262.261928564,186,670.8205918824417,1599,73.41381953081995,1181,573.4162072384909,2966,1317.6506186517527,128.37265699446166
Горьковская,2018,11,9918433.097172935,222,771.5786329373055,1641,92.16395886795453,1317,575.9257454135982,3180,1439.6683372188581,145.15078370889137
Горьковская,2018,12,9638008.943688402,253,688.6354506744241,1629,68.5820797520553,1497,586.6391639284999,3379,1343.8566943549793,139.43302005701338
Горьковская,2019,1,9338381.924623372,249,759.2345950862264,1872,85.82141258503444,1564,684.7949523583569,3685,1529.8509600296177,163.82398710805762
Горьковская,2019,2,9004604.042184971,224,858.6271723829632,1814,72.93948864530773,1498,567.9159088001506,3536,1499.4825698284217,166.52398737397138
Горьковская,2019,3,9791391.614994673,224,730.4497097907691,1629,75.79280054033427,1369,555.4485767839251,3222,1361.6910871150285,139.07023032657744
Горьковская,2019,4,9720304.318188446,205,618.9436187922552,1425,62.97170117413785,1138,443.489766977262,2768,1125.405086943655,115.77879149707472
Горьковская,2019,5,10088846.556505587,203,695.1870967066261,1224,71.16180593624073,1224,472.2851515453072,2651,1238.634054188174,122.77261302873777
Горьковская,2019,6,9994781.678789703,141,589.9861383904001,1208,63.91703089010176,965,487.89864461005084,2314,1141.8018138905527,114.23979538378639
Горьковская,2019,7,10232301.681582443,152,491.34764161867764,1069,58.84367378793365,992,386.1114896457884,2213,936.3028050523997,91.50461295894853
Горьковская,2019,8,10244417.80846042,162,512.8399126645586,1254,69.379434947015,1104,459.72804267577436,2520,1041.9473902873478,101.70879495239336
Горьковская,2019,9,10171019.643207949,165,623.996068120499,1427,64.63998010401195,1183,468.1159650005913,2775,1156.7520132251022,113.73019164283726
Горьковская,2019,10,10055912.681267591,206,478.8482661187507,1663,51.25612289636108,1207,597.7627018166819,3076,1127.8670908317936,112.15959471613282
Горьковская,2019,11,9737352.66235876,192,662.3364841130738,1810,65.51431530934256,1472,599.0014643582666,3474,1326.852263780683,136.26416848491428
Горьковская,2019,12,9416744.353258982,222,716.610292278095,1921,93.36691707941898,1326,622.3112836452648,3469,1432.2884930027788,152.10017807344286
Горьковская,2020,1,9224592.984708922,257,691.2244444441834,2069,89.05683790454131,1385,610.5163516688425,3711,1390.7976340175674,150.77062330262297
Горьковская,2020,2,8944685.426408164,201,773.07819868344,1630,66.96049638471109,1394,521.9610765132393,3225,1361.9997715813902,152.2691639395435
Горьковская,2020,3,9432660.149113258,189,638.3060164021107,1856,78.62610235811736,1322,477.9277743121229,3367,1194.859893072351,126.67263255367861
Горьковская,2020,4,9543107.710836321,192,579.7699445255713,1599,63.541244202604574,1183,497.8153710918787,2974,1141.1265598200546,119.5759907984996
Горьковская,2020,5,9954172.452656081,166,583.0988331027222,1372,62.09420059164636,1149,498.0709686072332,2687,1143.2640023016017,114.85274217813492
Горьковская,2020,6,9916498.99047156,159,611.1254879901156,1296,61.35148944751945,1061,530.8380031061872,2516,1203.3149805438225,121.34473887407728
Горьковская,2020,7,9825450.379798606,169,442.6816981468198,1291,70.67606625411729,1047,451.08854833213707,2507,964.4463127330741,98.15797499888677
Горьковская,2020,8,10039284.390589476,166,551.7703491037121,1245,61.45795828320741,1067,428.7212382886324,2478,1041.949545675552,103.78723274860549
Горьковская,2020,9,9905778.219455466,159,636.5908477917803,1481,70.09198440484383,1207,502.3868432333538,2847,1209.069675429978,122.0570104280451
Горьковская,2020,10,9988085.88688064,199,659.8312357281387,1493,90.94896300709146,1207,509.31932904500843,2899,1260.0995277802385,126.1602615407403
Горьковская,2020,11,9798373.951449465,218,629.6160783971837,1839,81.13661548266126,1274,659.7298076574962,3331,1370.4825015373412,139.86836064106402
Горьковская,2020,12,9629834.696945304,206,925.4439826262584,1914,87.77551356686293,1604,648.4756744447958,3724,1661.6951706379173,172.55697765663894
Горьковская,2021,1,9294952.673034776,218,832.9248258593225,1942,90.3803694200111,1404,651.1708945960518,3564,1574.4760898753852,169.39043642933615
Горьковская,2021,2,8998848.599906562,197,643.305892862438,1872,63.98445968148985,1430,590.2853490786321,3499,1297.5757016225598,144.19352511787264
Горьковская,2021,3,9678876.092104407,193,734.1561334995985,1598,79.86513262221992,1347,539.7432224913883,3138,1353.7644886132066,139.8679429027454
Горьковская,2021,4,9732805.806792216,171,655.0038467488165,1617,77.76537124240892,1328,484.5310173509025,3116,1217.300235342128,125.07187130895107
Горьковская,2021,5,9675658.211756464,159,629.3332616483593,1458,68.37804673645492,1031,516.0505495556546,2648,1213.7618579404689,125.44488771478932
Горьковская,2021,6,9698546.996616988,178,716.863255853529,1365,67.65313753734497,1013,381.63746431542756,2556,1166.1538577063016,120.24005844515422
Горьковская,2021,7,9886713.200399444,143,460.03940559929697,1439,63.352114018034534,1030,427.5912381696478,2612,950.9827577869793,96.18795837514105
Горьковская,2021,8,10047653.634018661,175,555.7445450007104,1380,62.672615752518496,1023,398.18576648308624,2578,1016.6029272363152,101.17814210816047
Горьковская,2021,9,9680934.938060777,172,606.8725361140829,1311,68.9515128570293,1134,397.7091858217434,2617,1073.5332347928556,110.89148327732681
Горьковская,2021,10,9744426.998356422,198,681.3268886661622,1439,76.39820366313671,1304,573.8821609110033,2941,1331.6072532403023,136.65321249416743
Горьковская,2021,11,9672478.160442833,203,676.1228281207971,1779,84.34126831367504,1402,597.0098788761578,3384,1357.47397531063,140.34396902153162
Горьковская,2021,12,9609179.173731795,228,834.7425722290664,1960,81.60408161492744,1292,720.838160329424,3480,1637.1848141734176,170.37717629919112
Горьковская,2022,1,9287995.981019856,195,719.975203552732,2000,88.60109863505983,1414,717.5466422311912,3609,1526.122944418983,164.31132695768125
Горьковская,2022,2,8822432.434299046,203,758.7203382296143,1868,91.68810839132921,1475,621.5712661175965,3546,1471.97971273854,166.8451103140118
Горьковская,2022,3,9514467.706356034,194,682.6575899390059,1673,81.47211662135537,1336,585.4141688166586,3203,1349.54387537702,141.84123768431863
Горьковская,2022,4,9547840.625458652,171,630.9572462111906,1531,75.10323634499265,1336,490.79589847716477,3038,1196.856381033348,125.35361952335211
Горьковская,2022,5,9892919.528026983,184,587.1879440693131,1656,65.77839092632729,1116,443.54804862576077,2956,1096.514383621401,110.83830011099735
Горьковская,2022,6,9778813.158023052,163,595.6619693109703,1374,72.69429547952926,1028,437.8622283043555,2565,1106.2184930948551,113.12400341622802
Горьковская,2022,7,10329665.843069496,159,491.6830796783051,1234,56.414497661489605,1053,421.1460611389377,2446,969.2436384787325,93.83107384146692
Горьковская,2022,8,10042555.8118213,159,589.3566937307259,1265,57.62042521976336,1047,475.76774835756254,2471,1122.7448673080517,111.79871820940694
Горьковская,2022,9,9976543.675407939,162,634.6816805438651,1379,66.23733155645186,1055,545.7345144887456,2596,1246.6535265890625,124.95845927703887
Горьковская,2022,10,9924053.07344552,198,726.6813779458191,1893,62.97558758824417,1162,501.559192299109,3253,1291.2161578331722,130.10975941756794
Горьковская,2022,11,9514889.477450365,189,689.4124539337242,1591,86.3539292474531,1342,609.3947283615374,3122,1385.161111542715,145.57826602457672
Горьковская,2022,12,9517066.701861242,233,733.9284158703049,2143,91.73242439105648,1274,570.0608727631818,3650,1395.721713024543,146.65461079006448
Горьковская,2023,1,8965764.537276598,223,754.3870661386972,1854,110.57482791493601,1492,672.0601930101285,3569,1537.0220870637618,171.43235032253492
Горьковская,2023,2,8793866.90974063,196,734.5624959355918,1859,71.84846942879923,1369,605.3166288367634,3424,1411.7275942011543,160.53547417660343
Горьковская,2023,3,9367578.31261766,182,632.174795370752,1656,81.28556511640608,1310,605.6764422203036,3148,1319.1368027074618,140.81940483279982
Горьковская,2023,4,9451887.411930656,174,644.3325966040699,1616,71.18550033325137,1223,554.8820111044911,3013,1270.4001080418125,134.4070292710267
Горьковская,2023,5,9971015.040602671,191,523.1414511029525,1439,69.12426848808998,1077,445.4803134423045,2707,1037.746033033347,104.07626794339117
Горьковская,2023,6,9563530.383037915,159,499.3825846094289,1366,60.032492179514094,956,456.2645150400785,2481,1015.6795918290215,106.20341559540114
Горьковская,2023,7,9899753.341281693,159,635.9245239447761,1335,65.96054035843864,923,381.14375048060884,2417,1083.0288147838235,109.39957567100421
Горьковская,2023,8,10210079.938815067,146,484.4747254720997,1354,64.62233980131113,968,434.5772867274521,2468,983.6743520008629,96.3434525386315
Горьковская,2023,9,10059538.074132409,160,503.89621847644224,1566,74.05543373895036,1066,414.7727342822426,2792,992.7243864976352,98.6848878330085
Горьковская,2023,10,9672242.705376664,185,710.5919317249407,1481,76.06980077524807,1253,413.03234680443194,2919,1199.6940793046206,124.03473691140188
Горьковская,2023,11,9738407.138206163,185,723.2897254087167,1787,93.54287389399116,1368,454.54255239684414,3340,1271.3751516995521,130.55268008991277
Горьковская,2023,12,9287278.349617964,222,736.3188162915063,1948,97.67344055923688,1472,608.3591186214559,3642,1442.351375472199,155.30398908863657
Горьковская,2024,1,8969064.105605066,209,764.367209321219,1749,99.93146072993595,1424,625.8918002272134,3382,1490.1904702783681,166.1478224185173
Горьковская,2024,2,8525589.856128572,186,835.8819722867948,1745,72.2076876641978,1390,593.7544475288925,3321,1501.8441074798852,176.15720821947505
Горьковская,2024,3,9572789.74213853,194,671.5303360469986,1699,87.98462110639345,1343,588.792388461783,3236,1348.307345615175,140.84790138866748
Горьковская,2024,4,9287303.121778406,181,660.8747060449246,1660,72.74001090329537,1168,541.984291177537,3009,1275.5990081257569,137.34869976780678
Горьковская,2024,5,10179273.260479037,153,522.4348564271933,1390,67.04224205620828,958,348.72047374941707,2501,938.1975722328186,92.16744144941708
Горьковская,2024,6,9737164.025892194,158,494.1476863309075,1523,66.67071154241565,1030,448.64817965548156,2711,1009.4665775288047,103.67151820021945
Горьковская,2024,7,10019847.067219526,151,570.0754946668587,1299,67.41838073721904,943,411.89294155200713,2393,1049.3868169560849,104.73082172972589
Горьковская,2024,8,10053956.058259817,181,505.72978161995553,1381,74.95615335724872,1022,438.7973172877358,2584,1019.4832522649401,101.40120429782313
Горьковская,2024,9,9543329.059210233,173,437.72490007523237,1601,73.2861590161279,1097,435.9140478925067,2871,946.925106983867,99.22377203057803
Горьковская,2024,10,9572828.278327467,184,609.4564037138663,1524,78.99451996843838,1312,554.4203158613971,3020,1242.8712395437017,129.83323250010832
Горьковская,2024,11,9760161.770468026,212,772.1802799911792,1713,68.45974584266591,1224,608.6988545241096,3149,1449.3388803579546,148.49537481472038
Горьковская,2024,12,9279731.054493122,210,671.6663734748703,2058,99.35830707585355,1379,642.5549420819174,3647,1413.579622632641,152.32980506996532
Дальневосточная,2018,1,9633238.87793177,910,4484.188441331256,1350,120.35778265179434,1765,1585.9748476595228,4025,6190.521071642574,642.6209450514177
Дальневосточная,2018,2,9325508.513157858,724,4722.5358765048295,1150,105.92097959324227,1688,1684.7164090224805,3562,6513.173265120552,698.4255342141148
Дальневосточная,2018,3,9556048.350510156,669,4089.289457334862,1155,83.13699854958264,1709,1118.447095945799,3533,5290.873551830244,553.6675158772912
Дальневосточная,2018,4,9671372.070390929,679,4027.080093064406,1199,100.37487883218215,1517,983.8558528899143,3395,5111.310824786502,528.4990369086169
Дальневосточная,2018,5,10181114.770739032,738,3885.744537050092,1053,73.90339781068056,1376,1371.304484897322,3167,5330.952419758094,523.6118578173271
Дальневосточная,2018,6,9906675.669133663,566,3574.727537049674,934,69.85903109534169,1464,1148.9031096476306,2964,4793.489677792646,483.8646017985401
Дальневосточная,2018,7,10162470.075944021,547,3796.7573112707987,928,87.10405613577055,1363,1014.3041197602057,2838,4898.165487166775,481.9857230144681
Дальневосточная,2018,8,10240833.899425905,696,3744.590661623367,837,83.57643017566456,1332,1000.5387774580664,2865,4828.705869257098,471.5149094965589
Дальневосточная,2018,9,10261135.581462419,602,3370.913829835459,984,81.4596336081586,1446,1084.844161611442,3032,4537.21762505506,442.17499993391715
Дальневосточная,2018,10,10360623.300675567,763,4533.016233530525,1121,88.08640629037701,1745,1230.2800617005707,3629,5851.382701521473,564.7713010799197
Дальневосточная,2018,11,9896768.056591682,854,3704.374987344561,1309,108.5018644649347,1868,1541.9331154798695,4031,5354.809967289365,541.0665316868598
Дальневосточная,2018,12,9914471.852246404,858,4143.875711085294,1535,93.18720639936132,1703,1609.2917034918169,4096,5846.354620976472,589.6788763036142
Дальневосточная,2019,1,9709784.977888905,881,4996.755380594574,1182,107.31699519409918,1664,1650.0749463366296,3727,6754.147322125302,695.6021515930402
Дальневосточная,2019,2,8969419.388582885,746,4577.290789357213,1414,106.5323067188665,1858,1549.0581055532027,4018,6232.881201629282,694.9035307193993
Дальневосточная,2019,3,9644948.661126629,693,4199.4845306576335,1253,107.67639180173828,1671,1207.1875113946605,3617,5514.348433854033,571.7343479576283
Дальневосточная,2019,4,9876173.95977549,701,3494.825002600637,1087,85.00652626793571,1596,1087.2133155527627,3384,4667.044844421336,472.5559577453443
Дальневосточная,2019,5,9921080.626529574,633,3956.914475508628,1106,70.81870108644142,1520,1296.7732668686963,3259,5324.506443463766,536.6861377202914
Дальневосточная,2019,6,9893809.567351513,490,3194.5717636006243,1049,92.74542553765164,1259,1264.2973258378138,2798,4551.61451497609,460.0467073872049
Дальневосточная,2019,7,9830033.149768092,575,2974.7292400440333,1014,87.21072575137303,1354,925.4940119925948,2943,3987.4339777880014,405.63789735358847
Дальневосточная,2019,8,10401506.66429847,639,2680.039626823773,832,88.31851238029296,1314,965.7784850894529,2785,3734.1366242935183,358.99958965659783
