,Окт,Клнг,Моск,Горьк,Сев,С-Кав,Ю-Вост,Прив,Кбш,Сверд,Ю-Ур,З-Сиб,Крас,В-Сиб,Заб,Двост
2025-03-01,4610.237483,783.987461,6521.951367,4143.451601,3173.334643,1656.934122,2375.064221,10144.202250,3882.504523,4002.055290,4567.823855,2719.404277,1798.698311,3738.715812,4975.020469,5823.151287
2025-04-01,5469.877612,791.485057,4293.351029,3828.874005,4404.683358,5211.377405,2971.458131,7086.481194,3693.314915,4588.692179,2834.534205,4164.367562,3256.667580,5599.789749,12916.094791,6093.207162
2025-05-01,4428.387988,702.826969,5991.441571,3432.738958,4131.416143,3057.742100,2135.509093,5107.967195,4035.184045,3116.037302,1866.216202,2801.719641,2693.119566,4153.651568,6022.137428,6013.582831
2025-06-01,4244.702466,479.762924,3334.556353,1854.907674,3429.371592,3057.790238,1729.320728,5560.225703,2434.734558,4024.533018,2649.815819,2444.298932,1870.828439,3194.057132,6069.405909,5432.446524
2025-07-01,3433.594123,849.472901,3286.069248,748.343236,2456.211945,401.123519,818.102956,4389.294534,3361.916670,2171.934842,2242.131193,2199.337783,2046.122658,2219.513088,3982.132460,2807.712705
2025-08-01,1996.552684,169.923609,2644.843077,1183.155607,1735.235154,1287.065313,614.368190,821.885639,1419.186213,1412.992480,547.500000,1353.305854,1110.554674,380.933464,4455.281246,1505.854100
2025-09-01,1042.443856,102.500000,1654.630804,938.082748,331.638162,699.809694,208.289241,2813.782762,454.073366,671.826878,805.690065,453.010435,422.648619,326.699499,2356.068390,4112.022060
2025-10-01,428.402712,74.435117,887.500000,1090.864067,637.789728,335.854374,230.524467,1779.414588,533.338778,1114.823070,493.803953,678.167675,456.250000,1083.938249,3280.870646,591.353115
2025-11-01,498.485595,107.324061,2796.144015,938.878207,2065.098554,467.500000,804.058647,916.152041,1301.905732,1683.475790,549.374331,1136.707185,1199.658591,592.500000,497.859489,1228.575929
2025-12-01,663.287918,114.315437,3145.646374,1162.758406,336.576736,944.057066,313.267270,2138.520158,1896.358150,1622.001271,1505.285399,1428.571254,998.728747,1790.961247,1539.784995,1055.838199
