,Окт,Клнг,Моск,Горьк,Сев,С-Кав,Ю-Вост,Прив,Кбш,Сверд,Ю-Ур,З-Сиб,Крас,В-Сиб,Заб,Двост
2024-06-01,197.770158,116.924080,340.668924,136.958562,326.619457,425.316094,432.494312,271.354399,392.982621,342.087630,377.966936,414.823078,467.841957,379.245218,644.921016,404.458135
2024-07-01,240.662469,83.694311,424.591474,155.065862,359.543958,244.239677,267.780601,196.494596,437.910583,243.839432,171.271499,336.383668,302.549410,312.518138,192.120403,415.591799
2024-08-01,111.361598,133.606841,60.636547,144.694680,27.435333,66.420857,73.929293,154.404393,195.149639,357.371989,119.254372,79.168560,120.078456,191.028020,242.337523,265.034096
2024-09-01,29.176158,71.123373,39.975150,98.347480,97.272883,134.903475,147.875523,42.683069,107.765621,83.959233,92.608497,102.424693,86.009127,273.995682,191.795608,336.140147
2024-10-01,47.893863,40.396539,93.881691,58.060460,56.570726,93.565420,56.700138,83.111597,68.917873,48.012069,101.297119,87.807036,156.604660,159.622770,96.240963,467.273045
2024-11-01,214.179407,138.400557,272.121034,12.555980,185.442887,93.811690,55.112569,63.058518,153.405492,118.697546,95.072779,157.347803,55.679195,79.600194,132.657468,403.640705
2024-12-01,51.073072,129.706225,192.686531,207.248742,323.398891,293.870488,23.294301,44.530788,166.116438,158.724701,216.994836,60.366941,237.353243,112.826957,546.812849,447.090571
2025-01-01,168.768257,326.518405,134.506219,270.502297,390.610978,766.436864,245.988551,211.839835,164.560011,181.631397,96.695019,218.540315,353.473462,231.029875,102.215386,806.229482
2025-02-01,224.780059,270.074140,246.271266,388.924025,216.626717,478.321414,357.512878,315.624648,462.311701,369.581941,396.762123,437.077791,406.801166,341.149963,336.933156,784.443458
2025-03-01,346.801304,300.508029,540.921791,507.217910,450.116680,218.295894,435.645488,492.622761,388.189928,381.285009,561.147080,412.623481,308.052013,398.176321,543.258792,584.965013
2025-04-01,385.924746,319.001297,316.524992,437.027323,608.484135,837.766951,546.847983,331.018078,387.167393,537.516809,328.737968,620.308983,533.518408,695.700178,1375.635256,610.291187
2025-05-01,309.816313,318.336088,444.322493,434.087554,546.585374,447.410005,396.459342,282.429331,474.888380,320.529354,228.147717,423.265628,464.585169,455.827759,596.043041,634.420409
2025-06-01,311.484053,212.997823,265.270250,230.925336,461.872567,532.533509,353.185237,283.394950,280.810596,427.580418,393.063691,370.154567,281.327945,387.749821,748.377292,591.928090
2025-07-01,264.791205,345.563428,257.017595,95.910790,333.009430,70.741571,196.825098,228.712464,455.933043,265.012873,315.554114,352.725506,379.343724,279.287745,442.989534,252.126214
2025-08-01,161.562388,77.585433,243.934507,175.180967,276.870208,223.395453,125.895659,48.827831,184.324547,166.756527,79.640887,226.752956,198.319915,58.577831,624.506933,191.927326
2025-09-01,91.551822,56.250306,157.338600,146.742476,55.921878,132.756026,49.328385,159.232214,62.376872,77.642071,123.118010,72.043028,83.809495,46.608617,265.912523,512.953191
2025-10-01,36.883327,41.250748,98.996774,166.537016,100.064191,75.165657,57.079341,105.631269,77.953163,173.369621,79.211975,120.521497,97.585469,164.330466,424.530149,85.418521
2025-11-01,42.023780,68.311366,243.132765,143.806120,328.532085,101.062144,175.909542,47.949109,182.670602,205.842286,89.398294,173.318399,229.730316,78.874030,51.256222,156.817014
2025-12-01,51.139265,49.271394,273.363238,155.802741,47.592700,170.802047,70.769868,108.611184,257.458914,241.868781,189.098242,236.819313,181.826986,226.951776,189.988561,134.640386
