,Окт,Клнг,Моск,Горьк,Сев,С-Кав,Ю-Вост,Прив,Кбш,Сверд,Ю-Ур,З-Сиб,Крас,В-Сиб,Заб,Двост
2023-11-01,452.500119,170.385843,1922.102375,268.730031,191.991119,419.266731,162.500000,650.000000,300.000000,214.766410,113.668871,712.085908,225.000000,628.942684,1717.674836,462.500000
2023-12-01,350.000000,47.674952,2369.069893,741.458065,26.147638,225.000000,270.781778,538.954808,1094.177131,337.500000,275.000000,1087.341957,24.748958,287.500000,4194.589155,452.267328
2024-01-01,1975.056555,128.606268,92.257038,640.243434,413.862499,326.628734,701.298142,650.000000,382.368686,530.643918,1608.866367,136.378713,225.000000,1156.672933,3976.065479,2869.226943
2024-02-01,2039.486235,508.871585,1692.997005,1229.897333,1545.579856,1638.290407,1349.954479,3349.392598,1194.637570,323.220938,1261.924914,1690.997346,2113.271532,1637.135813,500.000000,487.364219
2024-03-01,2931.223058,261.920034,3224.891208,1970.741101,1109.681839,1481.118596,1305.775865,3933.248968,1770.068747,3122.593339,2146.684416,1414.903109,1439.925203,1246.819337,4547.711418,4640.114361
2024-04-01,2924.582624,535.211237,2690.282528,1412.842177,333.801448,1988.147314,1414.919841,4377.623583,1173.211045,2145.023192,1576.062506,1719.331049,1447.554438,1785.959553,3213.399208,4354.829637
2024-05-01,1448.551641,437.910462,867.238349,1701.928901,1070.376731,3762.582635,1086.871229,4503.932406,1388.194204,2225.256964,1319.563251,1597.293909,1616.038345,769.531338,1776.613879,5326.945329
2024-06-01,1198.753730,69.213571,1576.185573,230.911562,1117.277253,1174.010203,1230.744034,1946.759897,1676.581820,2585.659288,1465.501094,1260.598797,1099.093238,1210.136660,3066.959558,1517.159884
2024-07-01,1822.980911,52.500000,3432.075965,80.416934,1854.159024,423.160530,679.666979,2549.382132,1948.440531,458.708005,913.730050,1646.031854,505.201285,1633.525713,1374.186536,3114.512798
2024-08-01,1097.249906,204.362101,138.146410,787.282200,94.640658,225.000000,162.500000,1800.214657,688.092588,175.461692,788.795591,237.500000,225.000000,287.500000,1354.125714,673.289863
2024-09-01,87.374748,85.661370,12.702891,250.000000,415.577796,288.273083,506.147581,650.000000,300.000000,337.500000,275.000000,237.500000,225.000000,1418.916415,500.000000,2435.174598
2024-10-01,48.511312,52.500000,450.000000,161.940862,262.500000,225.000000,178.016145,757.260331,300.000000,337.500000,275.000000,237.500000,225.000000,287.500000,500.000000,3769.263234
2024-11-01,1201.084588,220.690779,758.099880,39.188741,876.990480,225.000000,162.500000,511.925799,901.625385,337.500000,275.000000,631.281632,225.000000,287.500000,500.000000,2064.489481
2024-12-01,5.502417,100.540939,831.610132,200.277976,1159.862651,1281.506962,64.260795,171.965346,772.846067,337.500000,1001.256260,237.500000,693.632187,287.500000,500.000000,1174.079885
2025-01-01,1627.804310,395.798291,771.521925,320.630672,1620.763818,2019.309371,635.051441,2538.766378,408.574523,747.434019,685.586745,852.228548,1182.917731,819.706751,500.000000,5215.689727
2025-02-01,1550.943279,396.158426,905.969604,1762.062344,177.660706,850.618791,992.531345,2674.350552,2240.793767,2001.018936,1219.448285,1127.586392,648.135493,2404.865681,347.081308,3564.481533
2025-03-01,1973.734068,380.328566,4161.289813,2545.963349,1767.043494,186.280402,1118.250869,4883.898719,2370.081260,1412.487772,2446.572291,974.213175,225.000000,1120.739890,3310.829030,1948.292747
2025-04-01,3316.815833,279.477708,1349.248260,1794.073631,2245.060090,2946.428988,1237.708036,3743.333763,1416.884054,2673.919408,1389.868741,2129.303009,1535.641396,1626.943962,6571.299002,3629.746042
2025-05-01,2907.521865,320.689095,3254.728801,1699.023086,1877.672929,1248.666182,1642.516990,1895.319102,1837.150339,2646.084187,672.479818,1426.560479,1190.347104,2266.012764,2719.249892,4613.348053
2025-06-01,2455.075339,272.884658,45.079089,802.059955,1712.537612,2099.896373,1202.123437,3494.230478,1119.323484,1310.210035,1222.141550,1047.775620,882.680632,1506.044479,1437.666272,3907.776649
2025-07-01,2295.347593,414.200892,2153.253350,92.549994,885.178153,225.000000,592.972457,2433.688205,3068.288685,354.497885,543.828234,903.639451,1252.640612,1062.455798,500.000000,462.500000
2025-08-01,536.820124,157.085521,1663.423887,385.114990,262.500000,890.337604,554.875370,650.000000,834.770907,502.821129,275.000000,769.879918,401.883944,287.500000,448.507358,462.500000
2025-09-01,689.943856,52.500000,1235.953939,250.000000,262.500000,225.000000,162.500000,1525.003366,154.073366,337.500000,275.000000,237.500000,225.000000,21.699499,1633.997500,462.500000
2025-10-01,350.000000,24.435117,450.000000,250.000000,262.500000,93.354374,63.024467,1124.414588,233.338778,69.566646,221.303953,433.167675,225.000000,778.938249,2790.870646,128.853115
2025-11-01,362.935899,2.621448,1719.340500,594.455498,1802.598554,225.000000,636.558647,650.000000,1103.827126,1355.796768,2.889270,891.707185,225.000000,287.500000,17.549576,625.260858
2025-12-01,310.787918,64.315437,2989.250028,915.258406,74.076736,225.000000,145.767270,79.310548,334.337551,478.023344,588.470084,237.500000,225.000000,287.500000,630.530403,593.338199
